,pm25,pm10,o3,no2,so2,co,date
336,0.65625,0.2916666666666667,0.42857142857142855,0.2,0.2,0.4,2021-12-11
337,0.5625,0.4583333333333333,0.20408163265306123,0.56,0.2,0.4,2021-12-12
338,0.6770833333333334,0.8541666666666666,0.04081632653061224,1.04,0.2,0.9,2021-12-13
339,1.09375,1.0208333333333333,0.02040816326530612,0.96,0.2,0.9,2021-12-14
340,1.3333333333333333,0.7083333333333334,0.08163265306122448,0.68,0.2,0.6,2021-12-15
341,1.0208333333333333,0.20833333333333334,0.3673469387755102,0.24,0.2,0.1,2021-12-16
342,0.3645833333333333,0.22916666666666666,0.3877551020408163,0.24,0.2,0.1,2021-12-17
343,0.4375,0.25,0.32653061224489793,0.2,0.2,0.1,2021-12-18
344,0.5104166666666666,0.125,0.3877551020408163,0.24,0.2,0.1,2021-12-19
345,0.22916666666666666,0.1875,0.40816326530612246,0.36,0.2,0.1,2021-12-20
346,0.3020833333333333,0.5416666666666666,0.16326530612244897,0.92,0.2,0.3,2021-12-21
347,0.6875,0.7708333333333334,0.22448979591836735,0.76,0.2,0.5,2021-12-22
348,0.9583333333333334,0.6458333333333334,0.22448979591836735,0.68,0.4,0.3,2021-12-23
349,0.96875,0.375,0.4489795918367347,0.68,0.38,0.3,2021-12-24
350,0.625,0.20833333333333334,0.4897959183673469,0.44,0.36000000000000004,0.2,2021-12-25
351,0.34375,0.5833333333333334,0.1836734693877551,0.96,0.34,0.4,2021-12-26
352,0.7916666666666666,0.375,0.20408163265306123,0.52,0.32,0.3,2021-12-27
353,0.6145833333333334,0.375,0.061224489795918366,0.48,0.30000000000000004,0.4,2021-12-28
354,0.6458333333333334,0.4583333333333333,0.061224489795918366,0.52,0.28,0.5,2021-12-29
355,0.7291666666666666,0.3541666666666667,0.1836734693877551,0.6,0.26,0.5,2021-12-30
356,0.59375,0.25,0.32653061224489793,0.28,0.24000000000000002,0.2,2021-12-31
357,0.3958333333333333,0.3125,0.40816326530612246,0.64,0.22000000000000003,0.3,2022-01-01
358,0.5416666666666666,0.2916666666666667,0.4897959183673469,0.44,0.2,0.3,2022-01-02
236,0.4375,0.2708333333333333,0.3469387755102041,0.44,0.2,0.2,2022-01-03
237,0.4791666666666667,0.14583333333333334,0.46938775510204084,0.4,0.2,0.1,2022-01-04
238,0.2604166666666667,0.14583333333333334,0.40816326530612246,0.24,0.2,0.1,2022-01-05
239,0.21875,0.3333333333333333,0.2857142857142857,0.64,0.2,0.3,2022-01-06
240,0.4791666666666667,0.6041666666666666,0.1836734693877551,0.92,0.2,0.5,2022-01-07
241,0.84375,0.7291666666666666,0.22448979591836735,0.8,0.2,0.5,2022-01-08
242,1.0208333333333333,0.7291666666666666,0.2857142857142857,0.72,0.2,0.5,2022-01-09
243,1.0104166666666667,0.3125,0.3673469387755102,0.56,0.2,0.3,2022-01-10
244,0.5416666666666666,0.5416666666666666,0.2653061224489796,0.56,0.4,0.3,2022-01-11
245,0.7708333333333334,0.6666666666666666,0.3673469387755102,0.56,0.4,0.3,2022-01-12
246,0.90625,0.3333333333333333,0.32653061224489793,0.28,0.2,0.2,2022-01-13
247,0.53125,0.2916666666666667,0.4489795918367347,0.4,0.2,0.2,2022-01-14
248,0.4895833333333333,0.7708333333333334,0.10204081632653061,0.76,0.2,0.6,2022-01-15
249,1.0729166666666667,0.2708333333333333,0.3877551020408163,0.24,0.2,0.2,2022-01-16
250,0.4375,0.22916666666666666,0.4489795918367347,0.24,0.2,0.2,2022-01-17
251,0.3645833333333333,0.625,0.14285714285714285,0.8,0.2,0.4,2022-01-18
252,0.7916666666666666,0.4166666666666667,0.40816326530612246,0.56,0.2,0.3,2022-01-19
253,0.5833333333333334,0.16666666666666666,0.46938775510204084,0.2,0.2,0.1,2022-01-20
254,0.23958333333333334,0.125,0.4897959183673469,0.16,0.2,0.2,2022-01-21
255,0.21875,0.20833333333333334,0.4489795918367347,0.32,0.2,0.2,2022-01-22
256,0.3854166666666667,0.4791666666666667,0.30612244897959184,0.6,0.4,0.4,2022-01-23
257,0.6875,0.8333333333333334,0.14285714285714285,0.88,0.4,0.5,2022-01-24
258,1.0208333333333333,0.5,0.04081632653061224,0.44,0.4,0.3,2022-01-25
259,0.7708333333333334,0.4791666666666667,0.18367346938775508,0.44,0.35000000000000003,0.1,2022-01-26
260,0.71875,0.22916666666666666,0.32653061224489793,0.2,0.30000000000000004,0.1,2022-01-27
261,0.3020833333333333,0.16666666666666666,0.4693877551020408,0.24,0.25,0.1,2022-01-28
262,0.3229166666666667,0.14583333333333334,0.6122448979591837,0.16,0.2,0.1,2022-01-29
263,0.2604166666666667,0.2708333333333333,0.5918367346938775,0.32,0.2,0.1,2022-01-30
264,0.3958333333333333,0.2708333333333333,0.4489795918367347,0.36,0.2,0.1,2022-01-31
208,0.5,0.125,0.5306122448979592,0.32,0.2,0.1,2022-02-01
209,0.23958333333333334,0.2708333333333333,0.4897959183673469,0.48,0.2,0.2,2022-02-02
210,0.3125,0.625,0.32653061224489793,0.84,0.6,0.3,2022-02-03
211,0.7395833333333334,0.4791666666666667,0.02040816326530612,0.56,0.6,0.4,2022-02-04
212,0.6354166666666666,0.125,0.42857142857142855,0.32,0.2,0.2,2022-02-05
213,0.21875,0.16666666666666666,0.5714285714285714,0.24,0.2,0.1,2022-02-06
214,0.3020833333333333,0.14583333333333334,0.5102040816326531,0.2,0.2,0.2,2022-02-07
215,0.2604166666666667,0.1875,0.4489795918367347,0.4,0.2,0.2,2022-02-08
216,0.25,0.6875,0.2857142857142857,0.92,0.4,0.6,2022-02-09
217,0.8333333333333334,0.625,0.42857142857142855,0.8,0.2,0.4,2022-02-10
218,0.7604166666666666,0.25,0.4126984126984127,0.4,0.22222222222222224,0.2,2022-02-11
219,0.3958333333333333,0.375,0.3968253968253968,0.6,0.24444444444444446,0.3,2022-02-12
220,0.59375,0.6458333333333334,0.38095238095238093,0.64,0.26666666666666666,0.4,2022-02-13
221,0.84375,0.625,0.36507936507936506,0.68,0.2888888888888889,0.4,2022-02-14
222,0.84375,0.7083333333333334,0.3492063492063492,0.52,0.3111111111111111,0.4,2022-02-15
223,1.0,0.16666666666666666,0.3333333333333333,0.28,0.33333333333333337,0.3,2022-02-16
224,0.23958333333333334,0.20833333333333334,0.31746031746031744,0.44,0.35555555555555557,0.3,2022-02-17
225,0.28125,0.16666666666666666,0.30158730158730157,0.24,0.37777777777777777,0.2,2022-02-18
226,0.2708333333333333,0.1875,0.2857142857142857,0.48,0.4,0.3,2022-02-19
227,0.3229166666666667,0.3125,0.1836734693877551,0.48,0.4,0.3,2022-02-20
228,0.5208333333333334,0.16666666666666666,0.2857142857142857,0.36,0.4,0.3,2022-02-21
229,0.2604166666666667,0.1875,0.3877551020408163,0.48,0.4,0.3,2022-02-22
230,0.3020833333333333,0.5,0.5510204081632653,0.92,0.4,0.6,2022-02-23
231,0.59375,0.2916666666666667,0.46938775510204084,0.48,0.2,0.4,2022-02-24
232,0.3958333333333333,0.22916666666666666,0.5306122448979592,0.4,0.4,0.4,2022-02-25
233,0.3958333333333333,0.2916666666666667,0.5918367346938775,0.32,0.2,0.4,2022-02-26
234,0.5104166666666666,0.20833333333333334,0.46938775510204084,0.28,0.2,0.4,2022-02-27
235,0.40625,0.22916666666666666,0.5714285714285714,0.4,0.2,0.5,2022-02-28
190,0.40625,0.4583333333333333,0.5714285714285714,0.64,0.4,0.5,2022-03-01
191,0.6145833333333334,0.7708333333333334,0.5102040816326531,0.84,0.4,0.6,2022-03-02
192,0.9166666666666666,0.8125,0.3469387755102041,0.52,0.4,0.5,2022-03-03
193,1.0520833333333333,0.4375,0.2857142857142857,0.44,0.4,0.4,2022-03-04
194,0.6979166666666666,0.2916666666666667,0.32653061224489793,0.24,0.4,0.4,2022-03-05
195,0.5625,0.6666666666666666,0.3469387755102041,0.56,0.4,0.6,2022-03-06
196,0.8854166666666666,0.4791666666666667,0.5510204081632653,0.6,0.4,0.5,2022-03-07
197,0.6875,0.5416666666666666,0.5306122448979592,0.68,0.4,0.4,2022-03-08
198,0.7083333333333334,0.3958333333333333,0.6530612244897959,0.48,0.4,0.2,2022-03-09
199,0.5520833333333334,0.3333333333333333,0.6326530612244898,0.44,0.4,0.4,2022-03-10
200,0.4479166666666667,0.3958333333333333,0.673469387755102,0.6,0.4,0.4,2022-03-11
201,0.5729166666666666,0.7291666666666666,0.7142857142857143,0.96,0.4,0.6,2022-03-12
202,0.8229166666666666,0.7708333333333334,0.7346938775510204,1.0,0.6,0.6,2022-03-13
203,0.8541666666666666,0.8125,0.7551020408163265,0.84,1.0,0.5,2022-03-14
204,0.9270833333333334,0.5833333333333334,0.5306122448979592,0.52,0.4,0.3,2022-03-15
205,0.75,0.7916666666666666,0.5918367346938775,0.64,0.4,0.3,2022-03-16
206,0.9583333333333334,0.875,0.3673469387755102,0.84,0.4,0.5,2022-03-17
207,1.1354166666666667,0.8229166666666666,0.5204081632653061,0.7949999999999999,0.5,0.4625,2022-03-18
2485,1.0716145833333335,0.7708333333333334,0.673469387755102,0.75,0.6,0.425,2022-03-28
2486,1.0078125,0.71875,0.673469387755102,0.705,0.6,0.3875,2022-03-29
2487,0.9440104166666667,0.6666666666666666,0.46938775510204084,0.6599999999999999,0.4,0.35,2022-03-30
2488,0.8802083333333334,0.6145833333333333,0.2857142857142857,0.615,0.4,0.3125,2022-03-31
2483,0.81640625,0.5625,0.3469387755102041,0.57,0.4,0.275,2022-04-01
2484,0.7526041666666667,0.5104166666666666,0.673469387755102,0.5249999999999999,0.2,0.2375,2022-04-02
991,0.6888020833333334,0.4583333333333333,0.673469387755102,0.48,0.2,0.2,2022-04-03
163,0.625,0.3333333333333333,0.7142857142857143,0.44,0.4,0.2,2022-04-04
164,0.4583333333333333,0.375,0.7114512471655329,0.68,0.3944444444444445,0.2,2022-04-05
165,0.4583333333333333,0.4791666666666667,0.7086167800453514,0.8,0.3888888888888889,0.3,2022-04-06
166,0.5729166666666666,0.2916666666666667,0.7057823129251701,0.36,0.38333333333333336,0.2,2022-04-07
167,0.34375,0.10416666666666667,0.7029478458049887,0.24,0.3777777777777778,0.1,2022-04-08
168,0.21875,0.125,0.7001133786848073,0.16,0.37222222222222223,0.1,2022-04-09
169,0.2604166666666667,0.16666666666666666,0.6972789115646258,0.24,0.3666666666666667,0.1,2022-04-10
170,0.2604166666666667,0.3541666666666667,0.6944444444444444,0.68,0.36111111111111116,0.2,2022-04-11
171,0.5,0.4791666666666667,0.6916099773242631,0.76,0.35555555555555557,0.2,2022-04-12
172,0.6041666666666666,0.5416666666666666,0.6887755102040817,0.88,0.35000000000000003,0.3,2022-04-13
173,0.5520833333333334,0.4375,0.6859410430839002,0.64,0.34444444444444444,0.3,2022-04-14
174,0.53125,0.14583333333333334,0.6831065759637188,0.2,0.3388888888888889,0.1,2022-04-15
175,0.2916666666666667,0.10416666666666667,0.6802721088435374,0.16,0.33333333333333337,0.1,2022-04-16
