,pm25,pm10,o3,no2,so2,co,date
294,0.4375,0.16666666666666666,0.32653061224489793,0.32,0.2,0.4,2021-12-18
295,0.5104166666666666,0.125,0.3877551020408163,0.36,0.2,0.4,2021-12-19
296,0.22916666666666666,0.16666666666666666,0.40816326530612246,0.6,0.2,0.4,2021-12-20
297,0.3020833333333333,0.5208333333333334,0.16326530612244897,1.0,0.2,0.6,2021-12-21
298,0.6875,0.625,0.22448979591836735,0.88,0.2,0.6,2021-12-22
299,0.9583333333333334,0.5833333333333334,0.22448979591836735,0.64,0.4,0.7,2021-12-23
300,0.96875,0.3541666666666667,0.4489795918367347,0.64,0.38571428571428573,0.7,2021-12-24
301,0.625,0.22916666666666666,0.4897959183673469,0.56,0.37142857142857144,0.4,2021-12-25
302,0.34375,0.5416666666666666,0.1836734693877551,1.04,0.35714285714285715,0.7,2021-12-26
303,0.7916666666666666,0.3958333333333333,0.20408163265306123,0.6,0.34285714285714286,0.6,2021-12-27
304,0.6145833333333334,0.3125,0.061224489795918366,0.56,0.32857142857142857,0.8,2021-12-28
305,0.6458333333333334,0.3333333333333333,0.061224489795918366,0.56,0.3142857142857143,0.8,2021-12-29
306,0.7291666666666666,0.375,0.1836734693877551,0.72,0.30000000000000004,1.0,2021-12-30
307,0.59375,0.5,0.3469387755102041,0.36,0.2857142857142857,0.6,2021-12-31
308,0.3958333333333333,0.2916666666666667,0.20408163265306123,0.68,0.27142857142857146,0.7,2022-01-01
309,0.5416666666666666,0.3333333333333333,0.4897959183673469,0.56,0.2571428571428571,0.7,2022-01-02
213,0.4375,0.25,0.3469387755102041,0.6,0.24285714285714285,0.7,2022-01-03
214,0.4791666666666667,0.25,0.4897959183673469,0.6,0.2285714285714286,0.7,2022-01-04
215,0.2604166666666667,0.1875,0.40816326530612246,0.32,0.2142857142857143,0.4,2022-01-05
216,0.21875,0.3333333333333333,0.2857142857142857,0.8,0.2,0.5,2022-01-06
217,0.4791666666666667,0.5833333333333334,0.1836734693877551,0.96,0.2,0.6,2022-01-07
218,0.84375,0.6458333333333334,0.22448979591836735,0.76,0.2,0.6,2022-01-08
219,1.0208333333333333,0.7291666666666666,0.2857142857142857,0.84,0.2,0.6,2022-01-09
220,1.0104166666666667,0.4166666666666667,0.3673469387755102,0.64,0.2,0.4,2022-01-10
221,0.5416666666666666,0.6041666666666666,0.2653061224489796,0.84,0.4,0.5,2022-01-11
222,0.7708333333333334,0.625,0.3673469387755102,0.72,0.4,0.6,2022-01-12
223,0.90625,0.22916666666666666,0.32653061224489793,0.44,0.2,0.4,2022-01-13
224,0.53125,0.25,0.4489795918367347,0.6,0.2,0.5,2022-01-14
225,0.4895833333333333,0.75,0.16326530612244897,0.8,0.2,0.9,2022-01-15
226,1.0729166666666667,0.375,0.5510204081632653,0.36,0.2,0.4,2022-01-16
227,0.4375,0.2708333333333333,0.4897959183673469,0.4,0.2,0.3,2022-01-17
228,0.3645833333333333,0.625,0.1836734693877551,1.04,0.2,0.6,2022-01-18
229,0.7916666666666666,0.5,0.40816326530612246,0.72,0.2,0.3,2022-01-19
230,0.5833333333333334,0.16666666666666666,0.46938775510204084,0.36,0.2,0.1,2022-01-20
231,0.23958333333333334,0.16666666666666666,0.4897959183673469,0.36,0.2,0.1,2022-01-21
232,0.21875,0.1875,0.4489795918367347,0.56,0.2,0.2,2022-01-22
233,0.3854166666666667,0.6041666666666666,0.30612244897959184,0.96,0.4,0.4,2022-01-23
234,0.6875,0.6666666666666666,0.14285714285714285,0.96,0.4,0.4,2022-01-24
235,1.0208333333333333,0.4791666666666667,0.2653061224489796,0.6,0.4,0.4,2022-01-25
236,0.7708333333333334,0.25,0.2653061224489796,0.48,0.2,0.2,2022-01-26
237,0.71875,0.25,0.5306122448979592,0.32,0.2,0.2,2022-01-27
238,0.3020833333333333,0.22916666666666666,0.5102040816326531,0.4,0.2,0.2,2022-01-28
239,0.3229166666666667,0.16666666666666666,0.6122448979591837,0.24,0.2,0.2,2022-01-29
240,0.2604166666666667,0.3333333333333333,0.5918367346938775,0.48,0.2,0.2,2022-01-30
241,0.3958333333333333,0.3333333333333333,0.4489795918367347,0.52,0.2,0.3,2022-01-31
185,0.5,0.14583333333333334,0.5306122448979592,0.4,0.2,0.3,2022-02-01
186,0.23958333333333334,0.3125,0.4897959183673469,0.68,0.2,0.4,2022-02-02
187,0.3125,0.6458333333333334,0.32653061224489793,0.96,0.6,0.6,2022-02-03
188,0.7395833333333334,0.625,0.5714285714285714,0.68,0.2,0.6,2022-02-04
189,0.6354166666666666,0.3125,0.5102040816326531,0.56,0.2,0.3,2022-02-05
190,0.2708333333333333,0.14583333333333334,0.5714285714285714,0.4,0.2,0.3,2022-02-06
191,0.3020833333333333,0.20833333333333334,0.5102040816326531,0.36,0.2,0.3,2022-02-07
192,0.2604166666666667,0.22916666666666666,0.4489795918367347,0.64,0.2,0.5,2022-02-08
193,0.25,0.7916666666666666,0.2857142857142857,1.24,0.4,0.9,2022-02-09
194,0.8333333333333334,0.7083333333333334,0.46938775510204084,0.92,0.2,0.6,2022-02-10
195,0.7604166666666666,0.25,0.4897959183673469,0.56,0.2,0.4,2022-02-11
196,0.3958333333333333,0.3958333333333333,0.4897959183673469,0.76,0.4,0.4,2022-02-12
197,0.59375,0.5625,0.3877551020408163,0.72,0.6,0.5,2022-02-13
198,0.84375,0.5416666666666666,0.32653061224489793,0.72,0.4,0.6,2022-02-14
199,0.84375,0.5,0.40816326530612246,0.64,0.2,0.5,2022-02-15
200,1.0,0.3125,0.6530612244897959,0.48,0.2,0.4,2022-02-16
201,0.23958333333333334,0.2708333333333333,0.5714285714285714,0.44,0.2,0.3,2022-02-17
202,0.28125,0.3125,0.5918367346938775,0.36,0.2,0.4,2022-02-18
203,0.2708333333333333,0.1875,0.5306122448979592,0.6,0.2,0.4,2022-02-19
204,0.3229166666666667,0.2916666666666667,0.30612244897959184,0.64,0.2,0.4,2022-02-20
205,0.5208333333333334,0.3333333333333333,0.5306122448979592,0.48,0.2,0.4,2022-02-21
206,0.2604166666666667,0.2916666666666667,0.5306122448979592,0.76,0.2,0.5,2022-02-22
207,0.3020833333333333,0.6041666666666666,0.5510204081632653,1.0,0.4,0.7,2022-02-23
208,0.59375,0.4166666666666667,0.4897959183673469,0.64,0.2,0.4,2022-02-24
209,0.3958333333333333,0.25,0.5306122448979592,0.64,0.4,0.4,2022-02-25
210,0.3958333333333333,0.3333333333333333,0.5918367346938775,0.48,0.2,0.4,2022-02-26
211,0.5104166666666666,0.2916666666666667,0.46938775510204084,0.44,0.2,0.4,2022-02-27
212,0.40625,0.22916666666666666,0.5714285714285714,0.64,0.2,0.5,2022-02-28
167,0.40625,0.4791666666666667,0.5714285714285714,0.8,0.4,0.5,2022-03-01
168,0.6145833333333334,1.0,0.5102040816326531,1.0,0.4,0.7,2022-03-02
169,0.9166666666666666,0.7083333333333334,0.5102040816326531,0.96,0.4,0.5,2022-03-03
170,1.0729166666666667,0.4791666666666667,0.5102040816326531,0.64,0.4,0.3,2022-03-04
171,0.6979166666666666,0.22916666666666666,0.7142857142857143,0.4,0.2,0.2,2022-03-05
172,0.5208333333333334,0.5625,0.3469387755102041,0.8,0.4,0.3,2022-03-06
173,0.8854166666666666,0.5416666666666666,0.5510204081632653,0.88,0.4,0.3,2022-03-07
174,0.6875,0.6041666666666666,0.5306122448979592,0.84,0.4,0.3,2022-03-08
175,0.7083333333333334,0.4791666666666667,0.6530612244897959,0.52,0.4,0.2,2022-03-09
176,0.5520833333333334,0.3125,0.6326530612244898,0.68,0.4,0.2,2022-03-10
177,0.4479166666666667,0.375,0.673469387755102,0.76,0.4,0.3,2022-03-11
178,0.5729166666666666,0.7916666666666666,0.7142857142857143,1.08,0.4,0.6,2022-03-12
179,0.8229166666666666,0.75,0.7346938775510204,1.12,0.6,0.5,2022-03-13
180,0.8541666666666666,0.8125,0.7551020408163265,0.96,1.0,0.6,2022-03-14
181,0.9270833333333334,0.6458333333333334,0.5306122448979592,0.72,0.4,0.4,2022-03-15
182,0.75,0.7291666666666666,0.5918367346938775,1.0,0.4,0.5,2022-03-16
183,0.9583333333333334,0.8958333333333334,0.4489795918367347,1.08,0.4,0.6,2022-03-17
184,1.1354166666666667,0.9583333333333334,0.7551020408163265,0.88,0.4,0.6,2022-03-18
1065,1.1053921568627452,0.5,0.7142857142857143,0.76,0.4,0.4,2022-03-19
1066,1.0753676470588236,0.75,0.7551020408163265,1.2,0.6,0.6,2022-03-20
1067,1.045343137254902,0.9791666666666666,0.8163265306122449,1.32,0.8,0.6,2022-03-21
1068,1.0153186274509804,0.9166666666666666,0.7755102040816326,1.44,0.6,0.7,2022-03-22
1069,0.9852941176470589,1.0833333333333333,0.8775510204081632,1.28,0.6,0.8,2022-03-23
1070,0.9552696078431373,0.8541666666666666,0.7959183673469388,1.24,0.6,0.6,2022-03-24
1071,0.9252450980392157,0.8541666666666666,0.9183673469387755,0.92,0.4,0.5,2022-03-25
1072,0.8952205882352942,0.5625,0.7142857142857143,0.52,0.4,0.4,2022-03-26
1073,0.8651960784313726,0.75,0.7346938775510204,0.88,0.4,0.5,2022-03-27
1074,0.835171568627451,0.8541666666666666,0.9183673469387755,1.04,0.6,0.5,2022-03-28
1075,0.8051470588235294,1.0,0.673469387755102,0.8,0.6,0.4,2022-03-29
1076,0.7751225490196079,0.625,0.46938775510204084,0.72,0.4,0.5,2022-03-30
1077,0.7450980392156863,0.25,0.2857142857142857,0.48,0.4,0.6,2022-03-31
1062,0.7150735294117647,0.3125,0.3469387755102041,0.4,0.4,0.6,2022-04-01
1063,0.6850490196078431,0.3125,0.673469387755102,0.36,0.2,0.5,2022-04-02
1064,0.6550245098039216,0.3125,0.673469387755102,0.36,0.2,0.5,2022-04-03
140,0.625,0.3125,0.6530612244897959,0.52,0.4,0.5,2022-04-04
141,0.4583333333333333,0.25,0.5918367346938775,0.56,0.4,0.5,2022-04-05
142,0.4583333333333333,0.2708333333333333,0.7959183673469388,0.84,0.4,0.6,2022-04-06
143,0.5729166666666666,0.6041666666666666,0.5918367346938775,0.92,0.6,0.6,2022-04-07
144,0.34375,0.3125,0.6326530612244898,0.48,0.4,0.5,2022-04-08
145,0.21875,0.22916666666666666,0.5306122448979592,0.36,0.4,0.5,2022-04-09
146,0.2604166666666667,0.125,0.7142857142857143,0.24,0.4,0.5,2022-04-10
147,0.2604166666666667,0.14583333333333334,0.7346938775510204,0.36,0.4,0.5,2022-04-11
148,0.5,0.3958333333333333,0.7959183673469388,0.96,0.4,0.7,2022-04-12
149,0.6041666666666666,0.625,0.8367346938775511,0.96,0.4,0.7,2022-04-13
150,0.5520833333333334,0.6041666666666666,0.8163265306122449,1.16,0.4,0.8,2022-04-14
151,0.53125,0.6458333333333334,0.7142857142857143,0.96,0.8,0.8,2022-04-15
152,0.2916666666666667,0.1875,0.6326530612244898,0.28,0.4,0.6,2022-04-16
153,0.19791666666666666,0.125,0.7346938775510204,0.2,0.4,0.5,2022-04-17
154,0.28125,0.125,0.7142857142857143,0.28,0.4,0.5,2022-04-18
155,0.53125,0.2708333333333333,0.5918367346938775,0.64,0.4,0.6,2022-04-19
156,0.6145833333333334,0.3125,0.7755102040816326,0.64,0.2,0.6,2022-04-20
157,0.75,0.5625,0.8163265306122449,0.96,0.2,0.5,2022-04-21
158,0.7083333333333334,0.5625,0.5102040816326531,0.92,0.2,0.4,2022-04-22
159,0.6354166666666666,0.3125,0.5510204081632653,0.48,0.2,0.4,2022-04-23
160,0.5104166666666666,0.25,0.5918367346938775,0.44,0.2,0.4,2022-04-24
