date, pm25, pm10, o3, no2, so2, co
2022/6/10, 38, 11, 40, 4, 1, 3
2022/6/11, 36, 10, 44, 5, 1, 3
2022/6/12, 32, 12, 47, 8, 1, 3
2022/6/13, 30, 11, 42, 4, 2, 2
2022/6/14, 25, 10, 46, 10, 2, 2
2022/6/15, 21, 16, , 20, 3, 3
2022/6/16, 39, 10, , 5, , 2
2022/6/17, 22, 8, , 6, , 2
2022/6/18, 22, 13, , 15, , 3
2022/6/19, 37, , , 8, , 3
2022/6/22, 28, 17, , 9, , 2
2022/6/23, 26, 17, , 9, , 1
2022/6/24, 30, 14, , 5, 2, 
2022/6/25, 29, 11, , 8, 2, 4
2022/6/26, 30, 21, 58, 8, 2, 10
2022/6/27, 40, 22, 46, 9, 2, 10
2022/6/28, 45, 23, 47, 9, 2, 
2022/6/29, 44, 29, 51, 11, 2, 
2022/6/30, 43, 33, 45, 8, 3, 4
2022/5/1, 45, 17, , 14, , 4
2022/5/2, 42, 18, , 15, , 4
2022/5/3, 45, 17, , 13, , 4
2022/5/4, 45, 18, , 15, , 4
2022/5/5, 46, 20, , 14, , 4
2022/5/6, 53, 17, , 8, , 4
2022/5/7, 48, 14, , 6, , 4
2022/5/8, 44, 14, , 10, , 4
2022/5/9, 40, 16, , 11, , 4
2022/5/10, 39, 19, 30, 14, 1, 4
2022/5/11, 46, 25, 24, 18, 3, 4
2022/5/12, 50, 11, 26, 5, 3, 4
2022/5/13, 26, 14, 25, 4, 3, 4
2022/5/14, 33, 11, 26, 6, 3, 3
2022/5/15, 29, 18, 24, 11, 3, 4
2022/5/16, 39, 22, 18, 10, 3, 4
2022/5/17, 56, 12, 16, 7, 3, 4
2022/5/18, 24, 15, , 12, , 4
2022/5/19, 21, 22, , 17, , 5
2022/5/20, 34, 14, , 11, , 4
2022/5/21, 33, 8, , 2, , 4
2022/5/22, 19, , , , , 
2022/4/4, 60, 16, 35, 11, 2, 2
2022/4/5, 44, 18, , 17, , 2
2022/4/6, 44, 23, , 20, , 3
2022/4/7, 55, 14, , 9, , 2
2022/4/8, 33, 5, , 6, , 1
2022/4/9, 21, 6, , 4, , 1
2022/4/10, 25, 8, , 6, , 1
2022/4/11, 25, 17, , 17, , 2
2022/4/12, 48, 23, , 19, , 2
2022/4/13, 58, 26, , 22, , 3
2022/4/14, 53, 21, , 16, , 3
2022/4/15, 51, 7, , 5, , 1
2022/4/16, 28, 5, , 4, , 1
2022/4/17, 19, 7, , 5, , 1
2022/4/18, 27, 14, , 10, , 1
